site_id,site_number,name,habitat_type,plant_id,cage,water,taxon_id,taxon_name,order,suborder,superfamily,family,subfamily,genus,species,guild,comment,dry_mass,indiv_count,sum_biomass
SG,1,Stan's Compound Garden,Urban,52,0,MEDIUM,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
SG,1,Stan's Compound Garden,Urban,58,0,HIGH,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
SG,1,Stan's Compound Garden,Urban,54,1,HIGH,46,Cicadellidae #2,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Aceratagallia ,na,H,na,11.90149,1,11.9
SG,1,Stan's Compound Garden,Urban,6,0,HIGH,79,Curculionidae #1,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,na,na,na,H,na,45.16386,1,45.16
SG,1,Stan's Compound Garden,Urban,28,1,LOW,83,Delphacidae #1,Hemiptera,Auchenorrhyncha,Fulgoroidea,Delphacidae,na,Stobaera,na,H,na,75.13398,1,75.13
SG,1,Stan's Compound Garden,Urban,51,1,LOW,88,Encyrtidae,Hymenoptera,Apocrita,Chalcidoidea,Encyrtidae,na,na,na,P,na,2.32481,1,2.32
SG,1,Stan's Compound Garden,Urban,13,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,15,0,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,20,0,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,23,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,33,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,36,1,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,37,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,38,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,53,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,2,36.39
SG,1,Stan's Compound Garden,Urban,56,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SG,1,Stan's Compound Garden,Urban,13,1,LOW,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
SG,1,Stan's Compound Garden,Urban,34,1,HIGH,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
SG,1,Stan's Compound Garden,Urban,58,0,HIGH,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
SG,1,Stan's Compound Garden,Urban,51,1,LOW,140,Miridae #4,Hemiptera,Heteroptera,na,Miridae,Orthotylinae,Ceratocapsus,na,H,na,8.48889,1,8.48
SG,1,Stan's Compound Garden,Urban,21,0,MEDIUM,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
SG,1,Stan's Compound Garden,Urban,43,0,MEDIUM,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
SG,1,Stan's Compound Garden,Urban,53,1,MEDIUM,180,Rhopalidae #1,Hemiptera,Heteroptera,na,Rhopalidae,na,Harmostes,na,H,na,1140.12224,1,1140.12
SG,1,Stan's Compound Garden,Urban,13,1,LOW,192,Sciaridae,Diptera,Nematocera,Sciaroidea,Sciaridae,na,na,na,F,na,1.12998,1,1.12
SG,1,Stan's Compound Garden,Urban,37,0,LOW,219,Thripidae,Thysanoptera,Terebrantia,na,Thripidae,na,na,na,H,na,1.11161,1,1.11
SG,1,Stan's Compound Garden,Urban,7,0,MEDIUM,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SG,1,Stan's Compound Garden,Urban,8,0,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SG,1,Stan's Compound Garden,Urban,16,0,MEDIUM,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SG,1,Stan's Compound Garden,Urban,19,0,HIGH,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,2,122.74
SG,1,Stan's Compound Garden,Urban,31,0,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SG,1,Stan's Compound Garden,Urban,51,1,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SG,1,Stan's Compound Garden,Urban,1,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,2,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,4,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,5,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,17,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,18,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,22,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,24,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,25,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,29,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,32,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,35,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,40,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,41,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,42,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,44,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,45,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,46,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,47,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,48,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,49,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,50,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,55,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,57,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,59,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,60,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SG,1,Stan's Compound Garden,Urban,58,0,HIGH,233,Agromyzidae #1,Diptera,Brachycera,Opomyzoidea,Agromyzidae,na,Liriomyza,na,H,na,5.64805,1,5.64
SG,1,Stan's Compound Garden,Urban,7,0,MEDIUM,244,Cicadellidae #11,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Erythroneura,na,H,na,30.10927,1,30.1
CS,6,Community Services Building,Remnant,54,0,HIGH,1,Acari,Acarina,na,na,na,na,na,na,na,na,109.56654,1,109.56
CS,6,Community Services Building,Remnant,22,0,MEDIUM,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
CS,6,Community Services Building,Remnant,27,1,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
CS,6,Community Services Building,Remnant,28,1,MEDIUM,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,51,389.58
CS,6,Community Services Building,Remnant,34,1,MEDIUM,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
CS,6,Community Services Building,Remnant,24,0,LOW,42,Chrysopidae I,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,na,na,C,immature,34.15847,1,34.15
CS,6,Community Services Building,Remnant,13,1,HIGH,43,Chrysopidae #1,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,Chrysoperla,na,C,na,189.79307,1,189.79
CS,6,Community Services Building,Remnant,32,0,HIGH,43,Chrysopidae #1,Neuroptera,Hemerobiiformia,Osmyloidea,Chrysopidae,na,Chrysoperla,na,C,na,189.79307,1,189.79
CS,6,Community Services Building,Remnant,10,1,LOW,44,Cicadellidae I,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,na,na,H,immature,5.11867,1,5.11
CS,6,Community Services Building,Remnant,13,1,HIGH,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
CS,6,Community Services Building,Remnant,39,0,LOW,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
CS,6,Community Services Building,Remnant,49,1,MEDIUM,45,Cicadellidae #1,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,na,Empoasca,na,H,na,8.44514,1,8.44
CS,6,Community Services Building,Remnant,44,0,LOW,80,Curculionidae #2,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,na,Smicronyx ,na,H,na,1.77294,1,1.77
CS,6,Community Services Building,Remnant,39,0,LOW,84,Dictynidae,Araneae,Araneomorphae,Dictynoidea,Dictynidae,na,Dictyna,na,C,na,20.41618,1,20.41
CS,6,Community Services Building,Remnant,1,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,18,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,19,0,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,8,145.57
CS,6,Community Services Building,Remnant,20,0,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,2,36.39
CS,6,Community Services Building,Remnant,23,1,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,5,90.98
CS,6,Community Services Building,Remnant,26,0,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,28,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,29,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,6,109.17
CS,6,Community Services Building,Remnant,30,1,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,8,145.57
CS,6,Community Services Building,Remnant,32,0,HIGH,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,4,72.78
CS,6,Community Services Building,Remnant,34,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,6,109.17
CS,6,Community Services Building,Remnant,35,0,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,2,36.39
CS,6,Community Services Building,Remnant,36,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,3,54.58
CS,6,Community Services Building,Remnant,38,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,39,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,42,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,3,54.58
CS,6,Community Services Building,Remnant,43,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,6,109.17
CS,6,Community Services Building,Remnant,46,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,49,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,2,36.39
CS,6,Community Services Building,Remnant,50,1,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,2,36.39
CS,6,Community Services Building,Remnant,55,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,8,145.57
CS,6,Community Services Building,Remnant,56,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,58,0,LOW,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,2,36.39
CS,6,Community Services Building,Remnant,59,0,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,60,0,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
CS,6,Community Services Building,Remnant,10,1,LOW,125,Lygaeidae #5,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Neacoryphus,na,H,na,225.67526,1,225.67
CS,6,Community Services Building,Remnant,36,1,LOW,138,Miridae #2,Hemiptera,Heteroptera,na,Miridae,Phylinae,Rhinacloa,na,H,na,6.24103,1,6.24
CS,6,Community Services Building,Remnant,8,1,HIGH,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
CS,6,Community Services Building,Remnant,19,0,HIGH,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
CS,6,Community Services Building,Remnant,42,0,LOW,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
CS,6,Community Services Building,Remnant,55,1,MEDIUM,173,Pteromalidae,Hymenoptera,Apocrita,Chalcidoidea,Pteromalidae,na,na,na,P,na,6.93754,1,6.93
CS,6,Community Services Building,Remnant,13,1,HIGH,180,Rhopalidae #1,Hemiptera,Heteroptera,na,Rhopalidae,na,Harmostes,na,H,na,1140.12224,2,2280.24
CS,6,Community Services Building,Remnant,29,1,MEDIUM,180,Rhopalidae #1,Hemiptera,Heteroptera,na,Rhopalidae,na,Harmostes,na,H,na,1140.12224,1,1140.12
CS,6,Community Services Building,Remnant,52,0,HIGH,180,Rhopalidae #1,Hemiptera,Heteroptera,na,Rhopalidae,na,Harmostes,na,H,na,1140.12224,1,1140.12
CS,6,Community Services Building,Remnant,60,0,MEDIUM,180,Rhopalidae #1,Hemiptera,Heteroptera,na,Rhopalidae,na,Harmostes,na,H,na,1140.12224,1,1140.12
CS,6,Community Services Building,Remnant,46,1,LOW,185,Salticidae,Araneae,na,Salticoidea,Salticidae,na,na,na,C,na,6.56981,1,6.56
CS,6,Community Services Building,Remnant,55,1,MEDIUM,190,Scelionidae,Hymenoptera,Apocrita,Platygastroidea,Scelionidae,na,na,na,P,na,0.65881,1,0.65
CS,6,Community Services Building,Remnant,30,1,HIGH,192,Sciaridae,Diptera,Nematocera,Sciaroidea,Sciaridae,na,na,na,F,na,1.12998,1,1.12
CS,6,Community Services Building,Remnant,53,0,LOW,200,Sphecidae,Hymenoptera,Apocrita,Apoidea,Sphecidae,na,na,na,C,na,44.7724,1,44.77
CS,6,Community Services Building,Remnant,52,0,HIGH,207,Tephritidae #4,Diptera,na,Tephritoidea,Tephritidae,Tephritinae,Neaspilota,na,H,na,20.14272,1,20.14
CS,6,Community Services Building,Remnant,26,0,MEDIUM,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,1,30.06
CS,6,Community Services Building,Remnant,32,0,HIGH,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,1,30.06
CS,6,Community Services Building,Remnant,55,1,MEDIUM,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,2,60.13
CS,6,Community Services Building,Remnant,56,0,LOW,214,Thomisidae #1,Araneae,na,Thomisoidea,Thomisidae,na,Misumenops,na,C,na,30.06868,1,30.06
CS,6,Community Services Building,Remnant,56,0,LOW,219,Thripidae,Thysanoptera,Terebrantia,na,Thripidae,na,na,na,H,na,1.11161,1,1.11
CS,6,Community Services Building,Remnant,23,1,HIGH,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
CS,6,Community Services Building,Remnant,38,1,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,6,368.23
CS,6,Community Services Building,Remnant,58,0,LOW,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
CS,6,Community Services Building,Remnant,2,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,3,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,4,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,5,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,6,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,7,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,9,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,11,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,12,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,14,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,15,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,16,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,17,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,21,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,25,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,31,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,33,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,37,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,40,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,41,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,45,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,47,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,48,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,51,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
CS,6,Community Services Building,Remnant,57,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,13,0,LOW,12,Aphididae,Hemiptera,Homoptera,Aphidoidea,Aphididae,na,na,na,H,na,7.63888,1,7.63
SM,5,South Mountain,Remnant,5,1,HIGH,13,Araneidae,Araneae,Araneomorphae,Araneoidea,Araneidae,na,na,na,C,na,3.80838,1,3.8
SM,5,South Mountain,Remnant,32,0,HIGH,35,Chrysomelidae #1,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,na,Microrhopala,na,H,na,8.30945,1,8.3
SM,5,South Mountain,Remnant,29,1,HIGH,80,Curculionidae #2,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,na,Smicronyx ,na,H,na,1.77294,1,1.77
SM,5,South Mountain,Remnant,49,0,MEDIUM,80,Curculionidae #2,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,na,Smicronyx ,na,H,na,1.77294,2,3.54
SM,5,South Mountain,Remnant,33,1,MEDIUM,91,Eulophidae,Hymenoptera,Apocrita,Chalcidoidea,Eulophidae,na,na,na,P,na,2.53681,1,2.53
SM,5,South Mountain,Remnant,53,0,HIGH,103,Formicidae #8b,Hymenoptera,Apocrita,Vespoidea,Formicidae,na,Forelius,Forelius pruinosus ,O,na,10.58145,1,10.58
SM,5,South Mountain,Remnant,8,1,MEDIUM,121,Lygaeidae #1,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,na,Nysius,na,O,na,18.19626,1,18.19
SM,5,South Mountain,Remnant,9,1,HIGH,126,Lyonetiidae,Lepidoptera,na,Yponomeutoidea,Lyonetiidae,na,na,na,H,na,18.67595,1,18.67
SM,5,South Mountain,Remnant,6,0,MEDIUM,132,Melyridae #3,Coleoptera,Polyphaga,Cleroidea,Melyridae,na,na,na,O,na,20.85439,1,20.85
SM,5,South Mountain,Remnant,53,0,HIGH,132,Melyridae #3,Coleoptera,Polyphaga,Cleroidea,Melyridae,na,na,na,O,na,20.85439,3,62.56
SM,5,South Mountain,Remnant,17,1,LOW,180,Rhopalidae #1,Hemiptera,Heteroptera,na,Rhopalidae,na,Harmostes,na,H,na,1140.12224,1,1140.12
SM,5,South Mountain,Remnant,53,0,HIGH,181,Rhopalidae #2,Hemiptera,Heteroptera,na,Rhopalidae,na,Liorhyssus,na,H,na,108.56303,1,108.56
SM,5,South Mountain,Remnant,49,0,MEDIUM,204,Tephritidae #1,Diptera,na,Tephritoidea,Tephritidae,Tephritinae,Euarestoides,na,H,na,24.27955,1,24.27
SM,5,South Mountain,Remnant,15,0,MEDIUM,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SM,5,South Mountain,Remnant,33,1,MEDIUM,222,Tingidae #1,Hemiptera,Heteroptera,na,Tingidae,na,Corythucha,na,H,na,5.55993,1,61.37
SM,5,South Mountain,Remnant,1,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,2,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,3,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,4,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,7,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,10,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,11,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,12,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,14,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,16,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,18,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,19,1,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,20,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,21,0,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,23,1,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,24,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,25,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,26,0,LOW,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,27,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,28,0,MEDIUM,227,None,na,na,na,na,na,na,na,na,na,na,0,
SM,5,South Mountain,Remnant,30,1,HIGH,227,None,na,na,na,na,na,na,na,na,na,na,0,
